logFC	AveExpr	t	P.Value	adj.P.Val	B
MAPKAPK5	-1.49506640887686	4.31197127470447	-2.68608947589079	0.0140817816297528	0.984113259833708	-4.40107927471071
DBF4	-0.682020146198043	4.88541214738383	-2.41187943698171	0.0254391302329318	0.984113259833708	-4.40142123727506
SLC39A9	0.757698673249639	5.61079516870196	2.33789392550414	0.0297252159448834	0.984113259833708	-4.40143484588959
MAP4	0.645339054973692	5.90773388203576	2.310402773399	0.0314812528155176	0.984113259833708	-4.40160803965316
APOBR	1.23657787993646	5.73206874190326	2.50104880496125	0.0210381529449153	0.984113259833708	-4.40162383198899
TMEM120B	-1.50009460118446	3.10743020718947	-3.42524923552339	0.00263539265054976	0.984113259833708	-4.40223631927203
ADAM12	1.44595280516697	6.70807987191635	2.15987889823672	0.0429038133337604	0.984113259833708	-4.4027275266827
CLASP2	-0.773176477453483	6.03014930480194	-2.19635337276316	0.0398331938840761	0.984113259833708	-4.40301923943675
NSA2	0.644690751290783	6.4652601816197	2.16695470113628	0.0422918187338061	0.984113259833708	-4.40326719278521
NENF	-0.717046513770288	6.74040107533389	-2.16593297241119	0.0423796964103996	0.984113259833708	-4.4035534251654
CAPRIN1	0.501294132206767	7.33430863740838	2.15145328472285	0.0436430396869794	0.984113259833708	-4.40416355265874
RPRD2	0.747624747238091	5.07342516144448	2.55784960053144	0.0186176112238532	0.984113259833708	-4.40437252328565
NBR2	1.81311287669517	3.60850212967312	3.94200731235864	0.000786074295741127	0.984113259833708	-4.40514793692913
CHMP6	-0.62737471357348	4.64126821843891	-2.42967365135846	0.0244976677557599	0.984113259833708	-4.40521065099361
KCTD2	-1.36167647403179	3.39231938830443	-3.19997928893143	0.00443344263556846	0.984113259833708	-4.40585600610815
FXYD5	0.697660066220167	10.4466256254924	2.21478708218564	0.0383587696415584	0.984113259833708	-4.4059921229467
OSER1	-0.867492924347534	5.04358515064575	-2.36418162210876	0.0281311009979777	0.984113259833708	-4.40648162228619
POLR2I	-0.794733496502907	5.62854496027809	-2.20136891444657	0.0394269885417786	0.984113259833708	-4.40756538748045
ACSL4	1.23380089016602	10.0306016509242	2.20006202017461	0.0395324675017651	0.984113259833708	-4.40788198163788
CYP4F22	1.5069043052671	4.14947279488157	2.67803103012276	0.0143328597774178	0.984113259833708	-4.40833840837511
ZNF687	-1.00400673744372	4.43063909548051	-2.61103879072448	0.0165904570728464	0.984113259833708	-4.40841640998518
ANXA5	0.588654854597812	8.10300045565248	2.13032312288675	0.0455480000478895	0.984113259833708	-4.40882303852836
HNRNPH1	0.592776105519322	7.95332589158159	2.13244963700028	0.0453529341945192	0.984113259833708	-4.40890560320295
UBE2F	-0.583551374328936	3.79343785217848	-2.48142512521826	0.0219407857740606	0.984113259833708	-4.40897936490074
RBBP4	0.53407025657223	6.74428054521047	2.1245262471772	0.0460836129685962	0.984113259833708	-4.40953538894078
ZBTB7A	-0.835403281836672	6.57525005117031	-2.1244387505098	0.0460917408686206	0.984113259833708	-4.40988887365996
BSDC1	-0.558917732220167	5.19000779744089	-2.28652150949956	0.0330837830998765	0.984113259833708	-4.41105684328464
UBE2S	-0.780749281130984	6.90292310836038	-2.11868557730931	0.0466290300341927	0.984113259833708	-4.4111107757571
JAGN1	-0.609013979661605	5.41263428402196	-2.20995209423762	0.0387405993304484	0.984113259833708	-4.4115960646052
SSR3	0.571896550868635	7.83846305808651	2.11504910914496	0.0469715549980812	0.984113259833708	-4.4116170090215
NPC2	-0.775198759779702	8.86693191694091	-2.13960338786996	0.0447022598656503	0.984113259833708	-4.41178370911607
PGAM1	0.651078553400832	6.7685087946614	2.11442725397487	0.0470303557826809	0.984113259833708	-4.41179039623637
EGLN2	-0.814244471946196	5.52334820777437	-2.2029172295556	0.0393023568358842	0.984113259833708	-4.41185310866056
