logFC	AveExpr	t	P.Value	adj.P.Val	B
PILRB	0.835383499067118	2.05393199305772	3.35366357503945	0.00299629389053274	0.449309921166902	-1.94597967073666
CLEC16A	0.815844561548357	5.68191787057875	3.35503552138551	0.00298666945576718	0.449309921166902	-1.9508037747457
ZNF767P	0.921922375727536	3.74222717420395	3.22210088920883	0.0040743557975008	0.538619114440664	-1.994236247589
TSEN2	1.04745034667424	2.24846287640675	3.14758241673566	0.00484356640655252	0.594627955940455	-2.04613942937831
OPA1	0.546468114055642	6.82871187614257	3.33928893127441	0.00309897340828514	0.45787332107413	-2.05288263540913
TEX15	2.53539342892718	2.79686617902833	3.1373493877715	0.00495962046572334	0.594627955940455	-2.07609158185281
CHST15	2.04056613864975	4.16077429548638	3.20417252324776	0.00424779496466582	0.554254493636331	-2.0998270707659
CXCL16	-0.697844343174585	6.90045952729461	-3.31684521993576	0.0032661956632853	0.468792397557535	-2.10432434284336
ESR2	1.63305604541592	4.01316112206229	3.17919389284727	0.00450143951057177	0.579820035419418	-2.10983136508025
C4orf46	-1.11923762244203	2.37568809730869	-3.10645095939616	0.00532661650588643	0.594627955940455	-2.12852894745241
AIF1	-1.6607855355014	3.65041870639636	-3.22702023499673	0.00402798199129472	0.538619114440664	-2.13613635913925
NKAIN2	2.98154494194761	1.63752444418175	3.07202338680507	0.00576647052659812	0.59876056037055	-2.15251289394202
GYPC	3.12031417082082	3.10341485435186	3.0742494085936	0.00573699979376271	0.59876056037055	-2.16365539035658
RNF216	0.567954162278636	6.11153519763906	3.26582323542751	0.00367975423176391	0.499601226574757	-2.16426504468792
CLIC2	-3.12341876880534	2.0748867477626	-3.06928355920339	0.00580294438278215	0.59876056037055	-2.17217043835279
ZNF706	-0.583771354572894	7.33146980170845	-3.28075713764486	0.00355369680102974	0.489095777533504	-2.17995781276205
VWC2	-2.36366515319458	1.86026487557887	-3.08146824273239	0.00564242571972644	0.59876056037055	-2.19351027946375
LINC00511	-1.39892533786435	1.22179036395936	-3.11479057259292	0.00522505210851648	0.594627955940455	-2.20714606749017
DENND6B	-1.55160371407315	1.85239481493134	-3.11392348920991	0.00523552402594935	0.594627955940455	-2.22385362692994
TANGO6	1.34176071267873	3.55382958338414	3.05055974140212	0.00605823351156628	0.608670720907064	-2.25191594301266
